id,name,description,neighborhood_overview
2951220,Lovely Bedroom near Airport & Beach,"Located in the wonderful city of San Diego. The apartment is found in Point Loma area, 5 minutes from Ocean Beach and Pacific Beach. The cozy lovely room is just perfect for you to relax after a amazing day in the beautiful city.<br /><br /><b>The space</b><br />Guests will stay in their private bedroom and have access to a shared bathroom with tub and shower. You will be sharing the bathroom but font worry, I clean up every day.  Your room is quite, cozy, clean, and peaceful. A comfortable queen size bed with clean sheets and towels are provided. Also you will have a key for your room if you like to lock while you are out.<br />The room has a flat screen TV and a small couch for you to relax.<br />The bathroom is shared with another Airbnb guest /guests , but don't worry I do keep it clean. I do provide shampoo and conditioner,  and shower gel.<br />The apartment has a nice balcony facing the building pool and Sea World fireworks that happens every night during the summer. Occasionall","The apartment is located in a lovely quiet neighborhood. Although  you do hear the airplanes since we live so close to the airport, but not at night while u are sleeping, but we do have double glazed windows to help to keep the noise dawn. I've been living in this neighborhood for about eight years, and just love it !!! Super safe, close to everything. <br /><br />Parking is street-parking ONLY , it s free, safe, and there no coin money requested and not cleaning day. So you are safe to park any day of the week."
17250330,"Quiet Guest house W/ Kitchenette , close to UCSD","My place is close to Aquarium , Beach, Shopping , La Jolla cove ,UCSD synagogue, church ,Coffee shop, Restaurants , UTC mall. You’ll love my place because of the coziness , the neighborhood, the comfy bed -two twin beds next to each other - good for couples or two singles, The large dip pool the place is good for couples, solo adventurers, and business travelers.<br /><br /><b>The space</b><br />So quiet and close to UCSD university <br />Walking distance to Adat yeshurun <br />Studio is detach from main house for more privacy , Sleeping- Two twin beds next to each other’s. <br />Large pool <br />New TV ,new microwave , and brand new furniture<br />Kosher dishes available by request<br /><br /><b>Guest access</b><br />To our beautiful pool<br /><br /><b>Other things to note</b><br />2 twin beds next to each other . (king)<br />Swimming pool to use <br />Plenty Free parking on the street .<br />The studio is 300 ft from the street.<br />There is a raw walking path from the street .",Quiet area but very easy eccess to I-5 and the 52
17251913,"Great Home, Neighborhood & Location - Hot Tub!","Stay with us and avoid the crowds, rowdiness, and traffic that you will find at the beach. This is a historic, central, and hip neighborhood.<br /><br /><b>The space</b><br />It is a very comfortable 2 bed/2 bath house. It is an addition to the original home buit in 1922. There is only one shared wall with the front duplex. Both bedrooms are upstairs. One full bath downstairs and the second full bath is upstairs.  There is a private fenced yard with a 4 person hot tub. <br /><br />The home is located in the North Park/University Heights area. It is one block north of the wonderful Adams Avenue, and about 1 mile from the heart of North Park & Normal Heights. <br /><br />**This home can accommodate up to six guests, however it is limited to four adults. The ideal accommodation for a party of six would be four adults and two children. Two adults would not be able to sleep on the pull out sofa bed. **<br /><br />There is also a private yard with a hybrid parking spot. Just enter through th","Quiet with good proximity to great restaurants and bars and Trolley Barn Park. Easy access to major freeways, beaches, Balboa Park + the San Diego Zoo."
17253958,Magic Bubble Treehouse + Private Bungalow/Yard,"It's nighttime, pretend you are perched 15 feet up in a treehouse in Bali-- stargazing under a clear magic bubble in your deluxe king size bed.  Giant crystals are at the base of the enormous tree - you are 10 yards away from your own separate 480 sq ft private bungalow. Just 4 blocks from sandy beaches, restaurants, bars & shopping. You have your own private bathroom, outdoor shower, soaking hot tub and courtyard. This is an environmentally conscious haven for spiritually minded people.<br /><br /><b>The space</b><br />Two separate spaces for the price of one!  Treehouse + Private Bungalow! The Treehouse has a king size bed and the Bungalow has a king and queen.<br /><br />Truly a once in a lifetime experience. It's a spiritual master-peace... Spending the night in a treehouse is great but we went further adding a huge bubble you can easily stand in- complete with a king size bed.  <br /><br />We have a very large yard and we have this huge tree which was begging to be hugged— so we w","Here's what WIKI says about Pacific Beach: <br />While formerly largely populated by young people, surfers, and college students, because of rising property and rental costs the population is gradually becoming older and more affluent. ""P.B.,"" as it is known as by local residents, is home to one of San Diego's more developed nightlife scenes, with a great variety of bars, eateries, and clothing stores located along Garnet Avenue and Mission Boulevard.<br />San Diego Neighborhood Guide describes PB:<br />""For the true beach lovers, PB is one of the best parts of San Diego. Sure, it's noisy and filled with traffic throughout the summer months and most weekends throughout the year, but so what! If you LIVE here, you never have to get in your car if you don't really want to. That's the best thing about PB - that you can walk anywhere you need to go. Someone said to me ""I have more tread left on my tires than I do on my flip-flops"". That's life in PB! <br /><br />For real treats, seek out l"
33037113,"Modern, Upscale 2 bedroom Condo La Jolla-near UCSD","The two-bedroom, one-bathroom town-home is exceptionally close to UCSD and has just been updated.  The unit has one parking space available. <br />The top floor contains a fully-stocked kitchen, patio, and a living room with a 4K UHD big-screen smart-TV and brand-new furniture, including a sleeper sofa,master bedroom complete with a 4k smart-TV,Cal-King bed.  The guest bedroom has a queen bed, smart TV and a desk,stacked washer-dryer. Home has beautiful interior touches, everything is brand new!<br /><br /><b>The space</b><br />The quiet 1080 square-foot, two-bedroom, one-bathroom town-home is exceptionally close to UCSD and has just been updated.  The unit has one parking space available. <br /><br />The top floor contains a fully-stocked kitchen, dining area for four, patio, and a living room with a 4K UHD big-screen smart-TV and brand-new furniture, including a sleeper sofa. <br /><br />The bottom floor contains the master bedroom complete with a 4k smart-TV and California King bed.","Perfect home and location for upscale, urban living. Walk to Whole Foods, shopping, restaurants, movies, banks, medical, UCSD. Public transportation just outside of complex. Minutes to I-5 and 52. Short drive to Pacific Ocean and beaches as well as downtown La Jolla. Private balcony for morning coffee. Fireplace. Complex features pool, Jacuzzi, club house and tennis courts. Good guest parking. Washer/dryer in unit. This condo offers ideal living lifestyle."
33039748,"Petco Park View, Ocean View High Rise 3bedroom Apt","Gorgeous 3bed 2bath with amazing skyline panoramic views  in Famous San Diego Gas Lamp District and adjacent to Little Italy with one paid parking space in a secured garage. Just blocks away from Petco park, Horton Plaza  mall, San Diego Convention Center and countless bars, restaurants and clubs. Fully furnished with brand new high end furniture! <br /><br />Great for business travelers, families, solo travelers or friends.<br />Whether you are in town for a weekend get away or a week long business trip.<br /><br /><b>The space</b><br />**This apartment is very low priced because I just listed it and it's BRAND NEW. It will go up in price after more reviews**This bright 3bedroom 2bath luxury loft boasts high ceilings, a modern, open-concept kitchen, and hardwood floor is minimally decorated with brand new modern furnitures and artworks. Located in the heart of downtown San Diego, an arm's reach away from Petco Park, Convention center, the USS Midway Aircraft Carrier Museum, and the Wa","Downtown San Diego can be tough when it comes to parking. You can find metered street parking in the area or use nearby paid parking structures. I offer one secured  garage parking spot  for $30 a night. Everything is either a short walk, or a very inexpensive uber ride."
33040591,Sophisticated Condo in Heart of Gaslamp!,"**30 night minimum stay**<br />Discover urban sophistication and exclusive location all in one!<br /><br />Exquisite two bedroom, two bath condo offers ultimate comfort with the convenience of downtown living. Located in the heart of the Gaslamp District on 5th Ave, this condo includes expansive windows, a gourmet kitchen, granite countertops, 2TVs, wireless internet, cable, washer/dryer, central air/heat, and 2 assigned parking spaces.",
33369042,Where Ultimate Luxury and Supreme Views Collide!,"**30 night minimum stay**<br />Take a tour of San Diego from the comfort of your own living room! This modern and supremely upgraded 2/2 condo includes crisp views of Coronado, Point Loma, and the sparkling waters beyond.  With remote controlled shades, disguised flat screen TV's, and custom lit artwork that ""comes alive"", opulent yet modern upgrades greet you in every room.Do not miss your chance to experience all of the incredible beauty surrounding downtown from this palace in the sky !",
33370341,700 sqft. apartment with patio in Overlook Heights,"Welcome to our Southern Suite, our home away from home, close to everything in San Diego!  We have sought to equip our home to a high standard and to anticipate your needs for a luxurious stay. You want to feel relaxed while on vacation.  We have made an effort to make the Suite feel like a cozy and comfort retreat.  The Suite is sanitized prior to your arrival. We hope you enjoy our piece of paradise.<br /><br /><b>The space</b><br />Majestic views from Mount Soledad to Sea World. Incredibly open feel looking down on Bay Park below. A patio to hang out on and a fireplace for cozy evenings in. A private, fully equipped apartment with it's own entrance. Plenty of space to stretch out in. <br /><br />For your comfort the bedroom has a queen-size Tuft & Needle mattress and the sofa-bed is a Comfort Sleeper® by American Leather. No bars, no springs, ""The Only Sleeper Sofa You Can Sleep On™"".<br /><br />Our welcome package includes, chips, cookies, soda, water, coffees and teas for the Keur","We are close to Sea World, Mission Bay,  Ocean  Beach,  San Diego Zoo, Gas Lamp, Old Town, Little Italy and more.  Within easy walking distance we have Bird Rock Coffee (highly recommended), Sidecar Bar, The Cordova and Coronado Brewing. If you are into rock music there is Brick By Brick. There are a couple of convenience stores and three taco shops, one of which is open 24 hours! Some close-by restaurants include Andres (Cuban), Tio Leo's (Mexican), Bull's Smokin' BBQ, and Sardina's (Italian). Stairs to Tecolote Canyon park are three doors down and some very nice trails are accessible from there."
33372285,Upgraded Private Studio w/ Kitchenette,"CLEAN! CLEAN! CLEAN! We disinfect the property after each guest while adhering to state & federal guidelines regarding COVID-19. <br /><br />This a private suite with everything you need! Fully equipped! <br /><br />This airbnb is great for one or two people looking for a fabulous stay in San Diego. We're located in a very nice neighborhood and within walking distance to a park.<br /><br />The kitchen is equipped with a sink, microwave, refrigerator, stove, coffee maker, pots, pans, silverware and utensils.<br /><br /><b>The space</b><br />This studio is maximized for longterm stays.","Residential neighborhood, very quiet, great for walking and biking. There is a large park .5 miles from the property. <br /><br />3rd Ave with bars and cafes is a short 5min uber from the house."
33372749,Oceanview 3 Bedroom across from the Beach,"Our newly remodeled three bedroom unit has a fantastic ocean view and is across the street from the beach in Ocean Beach. The unit has three bedrooms, the master with a king bed and two bedrooms with queen beds. Included is a full kitchen, two full bathrooms, laundry, ocean view deck and living room area with a couch, futon and flat screen TV. <br /><br />Beach shed with beach chairs, umbrellas and other items available for all guests. One parking space included. Simply walk across the street to the sand.<br /><br /><b>The space</b><br />The space has been completely remodeled (April 2019). The design is beach casual, but what makes this space really unique is the beach and ocean views.<br /><br /><b>Guest access</b><br />Common spaces for all guests include the back patio between the buildings, the laundry room and the beach shed.","Some say Ocean Beach is the last stronghold of the Hippies in the 60's. It definitely has it's own unique vibe, but people mainly come here for the  beach lifestyle and community. We are across the street from the volleyball court beach in OB."
33392550,Beachy Bliss! Studio in the Heart of Mission Beach,"30 Second Walk to Sand...On the Strand Between Mission Beach and Mission Bay! Location, location, location...this studio apt is only 4 houses between you and the Pacific Ocean.  Two block walk to beautiful Mission Bay! Less than a mile to Mission Bay Aquatic Center for boat rentals, SUP, you name it! Five minute walk to Belmont Amusement Park with the famous Giant Dipper roller coaster and amazing bars and restaurants.  TRAVELING WITH OTHERS? Contact host about other two units in same house.<br /><br /><b>The space</b><br />This cozy studio upstairs apartment is perfect for a couple's retreat or a friendship getaway!  There is a queen bed and the sofa can sleep one or two.  The large patio (shared with Unit A and Unit B) has plenty of seating areas, including propane patio fire-pit, and two BBQs.<br /><br /><b>Other things to note</b><br />Guest use of the Laundry facilities are between 3:00 p.m. and 8:00 p.m. Please be considerate of other guests. Thanks!","Mission Beach is the place for people watching! Enjoy some surf, stroll along the ocean front walk, take a 5 minute walk to Draft for local San Diego burgers and beers (try Belching Beaver's Phantom Bride IPA), or the Cannonball for sushi, or El Jefes Taco Shop. Or rent a bike or scooter and ride the one mile north to Pacific Beach for even more bars and nightlife (check out ""World Famous"" for their happy hour specials, like $3 Lobster Tacos on Wednesdays). Mission Beach is full of action!"
46108626,🌴 Charming Studio Steps Away From The Beach 🌴,"Come get your ultimate retreat in my amazingly located studio, steps from the beach on one side and the bay on the other, with stretches of boardwalk to run, surf, hit up the endless bars, clubs, surfers, awesome vibes and people.  You are about a 10 minute drive to the heart of downtown San Diego, Sea World, the World Famous Zoo!!<br /><br /><b>The space</b><br />The place is entirely yours :)<br /><br /><b>Other things to note</b><br />Since the building is facing the ocean, you might meet the issue of the oxide on material like metal and iron. <br /><br />We are following the exact protocol of sanitation of the covid protocol, our linens are provide by a professional company, and our cleaners as well.  However we do not recommend to people that are traumatized by the covid to book our place, why? <br />- The place is by the beach, 3s each side (bay side and beach side) which offer you an incredible location, but also can be sandy and windy so you might find 3 grain of sand in the co",
46117050,Mid-Century Modern 1BR/1BA Beach Apartment,"Surfer's paradise and business travelers' dream. Steps from the sand in Mission Beach, great surf out front on a good beach break. 1BR, 1BA, with a pull-out queen, sleeps 4.<br /><br />This is an ideal location for one or two couples or a small family getaway to the beach. Elegantly designed and furnished, this isn't your typical beach vacation rental. <br /><br />Sonos speakers throughout. Tons of kitchen amenities and fully stocked like a home. Small office workspace w/ premium wifi, monitor, keyboard/mouse.<br /><br /><b>The space</b><br />The unit is a modern and spacious mid-century styled apartment with custom surf & mexican inspired art.<br /><br /><b>Guest access</b><br />Full unit access","Good restaurants, bars, & shopping in walking distance. Steps from the sand!"
46513700,Private Family Cottage Steps to Mission Bay,"Amazing Cottage with Large Outside wooden deck with <br />Fire Pit, BBQ Grill and large family table inside. Great use of space with flowing living area out to gated deck. Property is surrounded by a wooden gate and offers views of Mission Bay. <br />Main bedroom has a Queen size bed with bunk beds for four smaller people in the second separate bedroom.<br />Full size kitchen with Stove, Oven, Microwave and Full-Size Fridge.<br />Entertain your family and relax with the convenience of restaurants and shopping.<br /><br /><b>The space</b><br />Flowing space from the living area with HD TV out to the large wooden deck overlooking Mission Bay. This is the quieter family side of Mission Beach with less crowded sandy beaches just steps from the Cottage.<br />Everything is within walking distance including bars, restaurants, shopping and cafes. Enjoy year-round mild weather with a large outdoor couch surrounding the fire pit. Hand the BBQ up from the bottom deck or eat on the outside picnic ","Mission Beach and Mission Bay are located on the ocean in San Diego, California. Mission Beach is. known for it's wonderful beaches, plentiful restaurants, bars and cafes within walking distance and shopping galore.<br />Everything you need is close by with Mexican to Asian and Pub food all within an easy walk."
46680042,Upscale 2BR w/ hotel-like amenities in San Diego,"Stay for 30+ nights (minimum nights and rates are FIRM) where you’ll have the entire apartment all to yourself at Olympus Corsair. The apartment has beautiful finishes and comes fully outfitted with kitchen, bedroom, & bathroom essentials. Please note, the furnishings & room details WILL VARY as the unit is set up for you upon booking. We are an experienced professional hospitality company that works directly with the property to transform vacant units into your home away from home.<br /><br /><b>The space</b><br />We take the health and safety of guests seriously. Between each stay, the apartment is thoroughly cleaned and sanitized following guidance from the CDC. Cleaners wear protective garments (e.g., mask, gloves) and wipe surfaces, cabinet handles, door knobs, etc. with cleaning solutions that follow CDC guidance. All linens, dishware, glassware and silverware are also washed between stays. Cleaning products and tools are provided so you can clean and sanitize as well.<br /><br /","Take advantage of a prime location near the city's leading restaurants, dining, entertainment, and attractions while enjoying an impressive collection of resort-style amenities at home."
47191029,Tasteful Suite Deluxe Double Bed At Poway,"Whether you visit for business or pleasure, our The building building is close to the best places in town. Our comfortable San Diego lodging is a short drive from key corporations such as Sony, Hewlett Packard, Northrop Grumman, NCR, and Nokia, as well as downtown San Diego and San Diego International Airport. You can enjoy golfing, hiking, and water sports, and nearby attractions such as the San Diego Zoo Safari Park (formerly the Wild Animal Park), Orfila Winery, Bernardo Winery, and Maderas Golf Course. Our north San Diego, CA building is located in the Mercado Park Terrace, and surrounded by great dining and shopping options.Few Rancho Bernardo buildings can match our convenience. Our Hilton Garden Inn Rancho Bernardo building lies just off Highway 15, providing easy access to downtown San Diego, 24 miles away, as well as San Diego International Airport, 26 miles away. No transportation? No worries. Our complimentary weekday shuttle service can take you anywhere within a 5-mile rad",
47191977,Homely Room Two Double Beds Non Smoking At San Diego International Airport,"Welcome to the The building! Our San Diego waterfront building offers guests an unbeatable location, modern refurbished guest rooms and the care you would expect from a professional family owned business. Just five minutes from the airport, we offer free shuttle service for the airport, cruise ship terminal, train depot and also free parking. Our newly refurbished guest rooms offer free internet, modern décor, balconies, mini refrigerators and microwaves, flat screen TVs, thermostat heating and cooling and comfy beds. Relax in our heated pool and Jacuzzi®, work out in our fitness center, and check flights and print your boarding pass in our business center. After enjoying our complimentary hot breakfast, explore SeaWorld®, the San Diego Zoo®, the USS Midway Museum or check out the waves at the nearby Ocean Beach. Enjoy the variety of quality, reasonably priced restaurants within easy walking distance. Take a stroll along the harbor promenade across the street and watch the sports fishi",
47202010,Cape Cod House★ 3 Levels+Sky Deck ★Ocean+Bay Views,"Beautiful cape-cod style beach house (no shared walls!) located 2 houses to Bay & steps to Ocean in beautiful North Mission Beach!  This offering comes fully equipped with 3br+3ba, 3 levels + 4th level sky deck that spans the entire length of the house with ocean, bay, & city views.  Other featured highlights include a/c, dog ok, fire pit, sleeps 8 (7 adults max), 2 car parking, wood floors, 4 separate outdoor spaces, & short distance to shops, dining, activities, & attractions.<br /><br /><b>The space</b><br />GROUND LEVEL (1br+1ba+patio)<br />Step up to this beautiful cape-cod style single family house to a full width ground level fully-fenced patio with outdoor shower, ideal for children & dogs.  Step in the main front entry with vinyl wood flooring, recessed light, and br1 with 1 Queen bed, TV, ensuite ba (shower), & 2nd door that also leads to the front porch for added privacy.  Rounding out this level is an attached garage with washer/dryer as well as a carport (see Parking secti","Live the beach lifestyle in beautiful North Mission Beach, just 2 house to Bay, steps to Ocean, & central to endless water activities, attractions, dining, and shopping!  Our guests are provided with a comprehensive “live like a local” guide, including our favorite recommendations and a list of local vendor discounts.  Here’s a sneak peek…<br /><br />• HIT THE BEACH!  We are conveniently located in the heart of South Mission Beach!!!  Beautiful white sandy, swim & surf friendly beach located just steps away.  Take advantage of our complimentary boogie boards, beach chairs, and sand toys.<br />• SHOPPING & DINING!  Just steps away is the main street, Mission Blvd., with endless shopping, dining, and entertainment.  Our guests are provided a comprehensive list of recommended local eats and discount codes for rental shops.<br />• WATER ACTIVITIES!  If you’re looking for something other than boogie boarding and swimming in the ocean, we are located just across the street to Mission Bay and"
